MES,REGIAO_PAIS,POPULACAO,CID_TIPO,SEXO,BENEF_TIPO,STATUS_BENEFICIARIO,QTD_BENEFICIOS,TAXA_BENEFICIOS
2025-01-01,Norte,18669345,Outros,Masculino,Auxílio Doenca Previdenciário,Facultativo,3,0.016069122939235417
2025-01-01,Norte,18669345,Outros,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,34,0.18211672664466805
2025-01-01,Norte,18669345,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,24,0.12855298351388333
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Autônomo,45,0.2410368440885312
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Desempregado,150,0.8034561469617708
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Doméstico,18,0.09641473763541249
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Empregado,405,2.169331596796781
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Facultativo,12,0.06427649175694167
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,16,0.08570198900925555
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,25,0.1339093578269618
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Autônomo,21,0.1124838605746479
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Desempregado,104,0.557062928560161
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Empregado,227,1.215896969068813
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Facultativo,3,0.016069122939235417
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,11,0.05892011744386319
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.005356374313078472
2025-01-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,23,0.12319660920080486
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Autônomo,54,0.2892442129062375
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Desempregado,85,0.4552918166116701
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Doméstico,28,0.1499784807661972
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Empregado,412,2.2068262169883304
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Facultativo,9,0.04820736881770624
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,25,0.1339093578269618
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,2,0.010712748626156943
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,92,0.49278643680321943
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Autônomo,139,0.7445360295179075
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Desempregado,274,1.4676465617835013
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Doméstico,7,0.0374946201915493
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Empregado,986,5.2813850726953735
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Facultativo,4,0.021425497252313887
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,2,0.010712748626156943
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,75,0.4017280734808854
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,272,1.4569338131573444
2025-01-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,1,0.005356374313078472
2025-01-01,Sudeste,88617693,Circulatório,Feminino,Aposentadoria Invalidez Previdenciária,Autônomo,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Autônomo,659,0.7436438229101722
2025-01-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Desempregado,369,0.41639540311662143
2025-01-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Doméstico,230,0.25954185018109194
2025-01-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Empregado,1132,1.2773972800217221
2025-01-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Facultativo,167,0.18844995208801021
2025-01-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,74,0.08350476918869915
2025-01-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,34,0.038367056113726636
2025-01-01,Sudeste,88617693,Circulatório,Masculino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Circulatório,Masculino,Aposentadoria Invalidez Previdenciária,Empregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Autônomo,848,0.9569195171894173
2025-01-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Desempregado,724,0.8169926066570025
2025-01-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Doméstico,21,0.023697299364360568
2025-01-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Empregado,1778,2.006371346182528
2025-01-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Facultativo,79,0.08914698332307071
2025-01-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,99,0.11171583986055696
2025-01-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,49,0.05529369851684133
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Autônomo,437,0.4931295153440747
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Desempregado,358,0.403982532021004
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Doméstico,106,0.11961493964867716
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Empregado,778,0.8779285193082152
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Facultativo,104,0.11735805399492853
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,41,0.04626615590184683
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,4,0.0045137713074972505
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,59,0.06657812678558446
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Aposentadoria Invalidez Previdenciária,Empregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Autônomo,215,0.24261520777797724
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Desempregado,300,0.33853284806229383
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Doméstico,7,0.00789909978812019
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Empregado,477,0.5382672284190473
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Facultativo,23,0.025954185018109192
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,28,0.03159639915248076
2025-01-01,Sudeste,88617693,Doenças do sistema nervoso,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,19,0.021440413710611943
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Autônomo,128,0.14444068183991202
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Desempregado,79,0.08914698332307071
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Doméstico,23,0.025954185018109192
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Empregado,288,0.3249915341398021
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Facultativo,29,0.032724841979355074
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Segurado Especial,13,0.014669756749366067
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Autônomo,132,0.1489544531474093
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Desempregado,144,0.16249576706990104
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Doméstico,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Empregado,256,0.28888136367982403
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Facultativo,14,0.01579819957624038
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Segurado Especial,13,0.014669756749366067
2025-01-01,Sudeste,88617693,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,9,0.010155985441868815
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Autônomo,66,0.07447722657370465
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Desempregado,49,0.05529369851684133
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Doméstico,22,0.02482574219123488
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Empregado,216,0.24374365060485156
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Facultativo,14,0.01579819957624038
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,5,0.005642214134371564
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,8,0.009027542614994501
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Autônomo,95,0.10720206855305972
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Desempregado,137,0.15459666728178084
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Empregado,356,0.40172564636725533
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Facultativo,9,0.010155985441868815
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,14,0.01579819957624038
2025-01-01,Sudeste,88617693,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,17,0.019183528056863318
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Autônomo,3701,4.176366902261832
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Desempregado,2592,2.9249238072582187
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Doméstico,796,0.8982404901919531
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Empregado,4845,5.467305496206046
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Facultativo,893,1.0076994443987615
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,3,0.003385328480622938
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,287,0.32386309131292773
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,10,0.011284428268743128
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,444,0.5010286151321949
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,2,0.0022568856537486253
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Aposentadoria Invalidez Previdenciária,Autônomo,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Aposentadoria Invalidez Previdenciária,Desempregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Autônomo,2286,2.579620302234679
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Desempregado,2806,3.1664105722093216
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Doméstico,46,0.051908370036218385
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Empregado,5018,5.662526105255302
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Facultativo,210,0.2369729936436057
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,380,0.4288082742122389
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Doméstico,2,0.0022568856537486253
2025-01-01,Sudeste,88617693,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,620,0.699634552662074
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Autônomo,88,0.09930296876493952
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Desempregado,80,0.09027542614994502
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Doméstico,39,0.0440092702480982
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Empregado,1311,1.479388546032224
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Facultativo,6,0.006770656961245876
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Segurado Especial,5,0.005642214134371564
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Autônomo,27,0.030467956325606445
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Desempregado,29,0.032724841979355074
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Doméstico,3,0.003385328480622938
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Empregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Facultativo,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Segurado Especial,2,0.0022568856537486253
2025-01-01,Sudeste,88617693,"Gravidez, parto e puerpério",Masculino,Auxílio Doenca Previdenciário,Empregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,3,0.003385328480622938
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Amp. Social Pessoa Portadora Deficiencia,Facultativo,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Aposentadoria Invalidez Previdenciária,Autônomo,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Aposentadoria Invalidez Previdenciária,Doméstico,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Aposentadoria Invalidez Previdenciária,Empregado,2,0.0022568856537486253
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Autônomo,1152,1.2999661365592083
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Desempregado,722,0.8147357210032538
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Doméstico,328,0.37012924721477464
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Empregado,2435,2.7477582834389516
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Facultativo,224,0.2527711932198461
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Segurado Especial,78,0.0880185404961964
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.0022568856537486253
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Aposentadoria Invalidez Previdenciária,Autônomo,2,0.0022568856537486253
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Aposentadoria Invalidez Previdenciária,Segurado Especial,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Autônomo,588,0.663524382202096
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Desempregado,461,0.5202121431890583
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Doméstico,8,0.009027542614994501
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Empregado,1115,1.2582137519648589
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Facultativo,52,0.058679026997464266
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Segurado Especial,59,0.06657812678558446
2025-01-01,Sudeste,88617693,Neoplasias (tumores),Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.0022568856537486253
2025-01-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Autônomo,1789,2.0187842172781454
2025-01-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Desempregado,924,1.042681172031865
2025-01-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Doméstico,449,0.5066708292665665
2025-01-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Empregado,5280,5.958178125896372
2025-01-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Facultativo,332,0.37464301852227183
2025-01-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,158,0.17829396664614142
2025-01-01,Sudeste,88617693,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,61,0.06883501243933308
2025-01-01,Sudeste,88617693,Outros,Masculino,Amp. Social Pessoa Portadora Deficiencia,Facultativo,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Outros,Masculino,Aposentadoria Invalidez Previdenciária,Autônomo,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Outros,Masculino,Aposentadoria Invalidez Previdenciária,Desempregado,2,0.0022568856537486253
2025-01-01,Sudeste,88617693,Outros,Masculino,Aposentadoria Invalidez Previdenciária,Empregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Outros,Masculino,Auxílio Doenca Previdenciário,Autônomo,1534,1.731031296425196
2025-01-01,Sudeste,88617693,Outros,Masculino,Auxílio Doenca Previdenciário,Desempregado,1121,1.2649844089261046
2025-01-01,Sudeste,88617693,Outros,Masculino,Auxílio Doenca Previdenciário,Doméstico,27,0.030467956325606445
2025-01-01,Sudeste,88617693,Outros,Masculino,Auxílio Doenca Previdenciário,Empregado,4776,5.389442941151718
2025-01-01,Sudeste,88617693,Outros,Masculino,Auxílio Doenca Previdenciário,Facultativo,114,0.12864248226367164
2025-01-01,Sudeste,88617693,Outros,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,183,0.20650503731799927
2025-01-01,Sudeste,88617693,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,189,0.2132756942792451
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Autônomo,1218,1.374443363132913
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Desempregado,2617,2.9531348779300766
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Doméstico,234,0.2640556214885892
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Empregado,6055,6.832721316723964
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Facultativo,275,0.31032177739043604
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,57,0.06432124113183582
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,299,0.33740440523541954
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Autônomo,659,0.7436438229101722
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Desempregado,1838,2.074077915794987
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Doméstico,14,0.01579819957624038
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Empregado,3364,3.7960816696051882
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Facultativo,88,0.09930296876493952
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,45,0.05077992720934408
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,143,0.16136732424302674
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Autônomo,1515,1.7095908827145838
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Desempregado,1081,1.2198466958511323
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Doméstico,450,0.5077992720934407
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Empregado,5226,5.897242213245159
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Facultativo,255,0.2877529208529498
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,78,0.0880185404961964
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.0011284428268743126
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,40,0.04513771307497251
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,1152,1.2999661365592083
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Autônomo,2524,2.8481896950307655
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Desempregado,2853,3.2194473850724146
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Doméstico,38,0.042880827421223885
2025-01-01,Sudeste,88617693,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Empregado,10448,11.78997065518282
